id,created_at,user_id,username,first_name,last_name,chat_id,chat_type,comment_text,tag,confidence,reasoning,game_id
13587,2026-01-29 10:07:36.88426,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Галактический авианосец.,Не определен,0.3,"Комментарий 'Галактический авианосец.' слишком краток и не содержит достаточной информации для точной классификации. Он может относиться к кораблям, но без дополнительных деталей невозможно определить, идет ли речь о вопросах, связанных с покупкой, прокачкой или характеристиками. Также отсутствует контекст, который мог бы указать на другую категорию. Поэтому классификация не определена.",97
13588,2026-01-29 10:07:44.513137,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Старший класс корабля на данный момент.,"Корабли, вопросы",0.8,"Комментарий 'Старший класс корабля на данный момент.' вероятно относится к обсуждению кораблей, возможно, к их классификации или характеристикам. Хотя фраза не содержит явных вопросов или предложений, она, скорее всего, касается темы кораблей. Уровень уверенности снижен из-за отсутствия контекста и конкретики.",97
13589,2026-01-29 10:09:03.33016,1797320054,SUMKA550,KILL DROID,[Sumka550],-1002434063014,supergroup,"Аа, понял",Не определен,0.7,"Комментарий 'Аа, понял' не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Он не упоминает ни одну из тем, таких как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Это просто выражение понимания, без контекста или дополнительных деталей.",97
13590,2026-01-29 10:13:41.843531,6631749337,,Костя,Рядинский,-1002434063014,supergroup,"А как 4 задание, типа там все модули должны быть BM или не все?","Модули, вопросы",0.9,"Комментарий содержит вопрос о модулях, конкретно о том, должны ли все модули быть определенного типа (BM) для выполнения задания. Это указывает на категорию 'Модули, вопросы', так как игрок интересуется стратегией использования модулей для выполнения задания.",97
13591,2026-01-29 10:16:10.343488,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,"-400 к
-0 intecepter",Не определен,0.3,"Комментарий '-400 к -0 intecepter' не содержит достаточной информации для точной классификации. '400 к' может быть связано с потерей или изменением количества ресурсов, но без контекста это неясно. 'intecepter' может относиться к типу корабля, но без дополнительных деталей невозможно определить, о чем именно идет речь. Из-за отсутствия контекста и конкретных ключевых слов, относящихся к одной из категорий, классификация затруднена.",97
13592,2026-01-29 10:16:17.62023,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Обожаю игру эту,"Общие вопросы, баги",0.8,"Комментарий 'Обожаю игру эту' выражает общую положительную оценку игры. Он не содержит конкретных деталей, относящихся к другим категориям, и является примером общей обратной связи, которая подходит под категорию 'Общие вопросы, баги'. Уровень уверенности 0.8, так как комментарий не содержит конкретных деталей, но явно выражает положительное отношение к игре.",97
13593,2026-01-29 10:16:31.518513,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Тоже самое потратил,Не определен,0.3,"Комментарий 'Тоже самое потратил' слишком краткий и не содержит достаточной информации для точной классификации. Он может относиться к тратам в магазине, но без контекста невозможно определить, о чем именно идет речь. Нет указаний на конкретные категории, такие как офферы, UX или другие аспекты игры.",97
13594,2026-01-29 10:16:37.328217,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Назачем? (,Не определен,0.5,"Комментарий 'Назачем? (' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из заданных категорий. Он слишком короткий и неясный для точной классификации.",97
13595,2026-01-29 10:16:40.126327,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Но только чуть по больше,Не определен,0.2,"Комментарий 'Но только чуть по больше' не содержит конкретной информации, которая позволила бы отнести его к одной из семи категорий. Отсутствуют ключевые слова или контекст, указывающие на конкретную тему, такую как офферы, UX, ивенты и т.д. Из-за неопределенности и отсутствия контекста, уверенность в классификации низкая.",97
13596,2026-01-29 10:17:00.033735,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Что бы найти подходящего цептора,Не определен,0.6,"Комментарий 'Что бы найти подходящего цептора' не содержит достаточной информации для точной классификации. 'Цептор' может быть сленговым термином, возможно, относящимся к кораблям или модулям, но без контекста невозможно определить, о чем именно идет речь. Из-за отсутствия конкретики и контекста, комментарий не подходит ни к одной из заданных категорий.",97
13597,2026-01-29 10:18:27.500488,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,"А как еще то, обновление через 3 дня будет","Общие вопросы, баги",0.7,"Комментарий 'А как еще то, обновление через 3 дня будет' не содержит конкретной информации, относящейся к одной из категорий, таких как офферы, UX, ивенты и т.д. Однако, он упоминает обновление, что может относиться к общим вопросам об игре или ожиданиям от будущих изменений. Уровень уверенности не очень высок из-за отсутствия конкретики.",97
13598,2026-01-29 10:18:55.213503,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,"Ну, битв для классового",Не определен,0.3,"Комментарий 'Ну, битв для классового' не содержит достаточно информации для точной классификации. Он неясен и не указывает на конкретную категорию из предложенных. Возможно, это обрывок мысли или неполное предложение, что затрудняет определение контекста или темы.",97
13599,2026-01-29 10:18:57.729073,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,"За рекламу, очевидно.",Не определен,0.4,"Комментарий 'За рекламу, очевидно.' слишком краткий и не содержит достаточной информации для точной классификации. Он может относиться к различным аспектам игры, таким как реклама в магазине, UX или даже общие вопросы, но без дополнительного контекста невозможно определить точную категорию.",97
13600,2026-01-29 10:19:13.65869,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,"Да ладно, потрачу денежки все равно мне щас села нужна а не они","Офферы, магазин",0.85,"Комментарий содержит упоминание о трате денег, что указывает на связь с покупками или офферами в игре. Фраза 'потрачу денежки' предполагает обсуждение финансовых аспектов игры, что соответствует категории 'Офферы, магазин'. Однако, конкретные детали о покупке или магазине не упоминаются, что снижает уверенность.",97
13601,2026-01-29 10:19:32.055139,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Ошибка.,"Общие вопросы, баги",0.7,"Комментарий 'Ошибка.' является крайне кратким и не предоставляет контекста. Однако, слово 'ошибка' чаще всего ассоциируется с техническими проблемами или багами в игре. Поэтому наиболее подходящей категорией будет 'Общие вопросы, баги'. Уровень уверенности снижен из-за отсутствия конкретики.",97
13602,2026-01-29 10:20:36.339085,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,"Ладно, я всё щас удалю и сделаю вид, что Серг ничего не видел.",Не определен,0.7,"Комментарий не содержит конкретной информации, относящейся к какой-либо из категорий. Он больше похож на личное высказывание или шутку, не имеющую отношения к игровым аспектам, таким как офферы, UX, ивенты и т.д. Упоминание 'Серг' не дает контекста, связанного с игрой.",97
13603,2026-01-29 10:20:42.829852,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,А... Уже -700?...,Не определен,0.5,"Комментарий 'А... Уже -700?...' не содержит достаточно информации для точной классификации. Он может относиться к различным аспектам игры, таким как потеря ресурсов, изменение рейтинга или другой игровой механике, но без контекста невозможно определить конкретную категорию. Отсутствие ключевых слов или явных указаний на конкретные элементы игры делает его неясным.",97
13604,2026-01-29 10:21:17.030037,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,100 сели = 800 к.,Не определен,0.4,"Комментарий '100 сели = 800 к.' не содержит достаточного контекста для точной классификации. 'Сели' и 'к.' могут быть сокращениями, но без дополнительной информации невозможно определить, к какой категории они относятся. Это может быть связано с валютой в игре, но без ясных указаний на офферы или магазин, уверенность в этом низкая.",97
13605,2026-01-29 10:21:25.919948,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Уже в минус уходишь.,"Офферы, магазин",0.8,"Комментарий 'Уже в минус уходишь' вероятно указывает на финансовые трудности, связанные с покупками в игре. Это может быть связано с высокими ценами на игровые предметы или невыгодными офферами, что соответствует категории 'Офферы, магазин'. Однако, из-за отсутствия конкретных деталей, уверенность не максимальная.",97
13606,2026-01-29 10:21:37.90918,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,"Я понял, дальше не пойду",Не определен,0.6,"Комментарий 'Я понял, дальше не пойду' не содержит конкретной информации, которая бы позволила отнести его к одной из предложенных категорий. Он может отражать общее разочарование или усталость игрока, но без дополнительных деталей невозможно точно определить, к какой категории он относится. Уровень уверенности низкий из-за отсутствия контекста.",97
13607,2026-01-29 10:22:17.484933,6631749337,,Костя,Рядинский,-1002434063014,supergroup,...,Не определен,0.5,"Комментарий содержит только многоточие, что не позволяет определить его содержание или контекст. Без дополнительной информации невозможно классифицировать его в одну из предложенных категорий.",97
13608,2026-01-29 10:22:35.447169,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,У меня дальше не идет,"Общие вопросы, баги",0.7,"Комментарий 'У меня дальше не идет' указывает на возможную техническую проблему или баг, связанную с прогрессом в игре. Это может быть связано с проблемами с загрузкой или сохранением прогресса. Однако, без дополнительного контекста, уверенность в этой классификации не очень высокая.",97
13609,2026-01-29 10:22:45.239588,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Ну 35 было потом опять 30,Не определен,0.3,"Комментарий 'Ну 35 было потом опять 30' не содержит достаточной информации для точной классификации. Он не упоминает конкретных элементов игры, таких как офферы, визуал, ивенты, пилоты, модули, корабли или баги. Без контекста или дополнительных деталей невозможно определить, к какой категории он относится.",97
13610,2026-01-29 10:22:47.307282,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Я больше потратил),"Офферы, магазин",0.7,"Комментарий 'Я больше потратил)' вероятно относится к теме расходов в игре, что может указывать на покупки в магазине или офферы. Однако, из-за отсутствия конкретики, уверенность в классификации не очень высокая.",97
13611,2026-01-29 10:23:12.888107,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,"@Dem0sfen, а можно для третьего испытания победить сразу все три корабля, но другими того же класса (тайп, врайт, Кхон)?..","Ивенты, режимы, Корабли, вопросы",0.85,"Комментарий касается прохождения испытания, что указывает на категорию 'Ивенты, режимы'. Упоминание о победе над кораблями разных классов (тайп, врайт, Кхон) указывает на категорию 'Корабли, вопросы'. Вопрос о возможности использования других кораблей того же класса также подтверждает это. Уверенность в выборе категорий высокая, так как ключевые слова и контекст четко соответствуют описаниям категорий.",97
13612,2026-01-29 10:23:21.271341,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,НУ КАК ТЫ ЕГО ТВОЮ МАТЬ НАШЕЛ?!? МНЕ ВИНГИ ПОПАДАЮТСЯ ТОЛЬКО,"Корабли, вопросы",0.8,"Комментарий содержит эмоциональную реакцию на ситуацию, связанную с игровыми элементами, вероятно, с кораблями. Упоминание 'винги' (возможно, крылья или части корабля) указывает на категорию 'Корабли, вопросы'. Однако, из-за отсутствия конкретных деталей, уверенность не максимальна.",97
13613,2026-01-29 10:23:28.729475,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Одним из,Не определен,0.1,"Комментарий 'Одним из' слишком краток и не содержит достаточной информации для отнесения к какой-либо из категорий. Отсутствуют ключевые слова или контекст, которые могли бы указать на конкретную тему или проблему.",97
13614,2026-01-29 10:23:36.138458,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Я ему сначала проиграл,Не определен,0.6,"Комментарий 'Я ему сначала проиграл' не содержит конкретной информации, которая бы позволила отнести его к одной из предложенных категорий. В нем отсутствуют упоминания о магазинах, UX, ивентах, пилотах, модулях, кораблях или общих вопросах и багах. Это может быть частью личного игрового опыта, но без дополнительного контекста невозможно точно определить категорию.",97
13615,2026-01-29 10:24:40.518452,6631749337,,Костя,Рядинский,-1002434063014,supergroup,"Потом немного прокачал про, поставил на винг пилота который увеличивает шансы на сбиение ракет, и еле как выиграл","Пилоты, Корабли, вопросы",0.85,"Комментарий упоминает прокачку и использование пилота, что относится к категории 'Пилоты'. Также упоминается установка пилота на винг, что связано с кораблем, поэтому добавлена категория 'Корабли, вопросы'. Уверенность в выборе категорий высокая, так как ключевые слова 'пилот', 'винг' и 'прокачал' четко указывают на эти аспекты игры.",97
13616,2026-01-29 10:24:54.752141,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Этот противник кстати ракетчик,Не определен,0.6,"Комментарий 'Этот противник кстати ракетчик' не содержит явных указаний на конкретные категории. Он может относиться к обсуждению противников в игре, но не дает информации о конкретных аспектах, таких как модули, корабли, ивенты или баги. Из-за отсутствия контекста и конкретики, классификация затруднена.",97
13617,2026-01-29 10:25:13.234571,1797320054,SUMKA550,KILL DROID,[Sumka550],-1002434063014,supergroup,Куда меня понесло??...,Не определен,0.4,"Комментарий 'Куда меня понесло??...' не содержит конкретной информации, которая могла бы быть отнесена к одной из категорий. Он не указывает на проблемы с офферами, UX, ивентами, пилотами, модулями, кораблями или общими вопросами и багами. Это выражение может быть связано с неожиданным игровым событием или багом, но без дополнительных деталей невозможно точно определить категорию.",97
13618,2026-01-29 10:25:21.233307,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Не надо такое...,Не определен,0.4,"Комментарий 'Не надо такое...' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Отсутствие контекста и деталей делает его неясным для точной классификации.",97
13619,2026-01-29 10:25:43.346876,6631749337,,Костя,Рядинский,-1002434063014,supergroup,У меня даже ещё просто га нету,Не определен,0.7,"Комментарий 'У меня даже ещё просто га нету' не содержит явных указаний на какую-либо из категорий. Он не упоминает конкретные элементы игры, такие как офферы, визуал, ивенты, пилоты, модули, корабли или общие баги. Из-за отсутствия контекста и конкретики, его сложно отнести к какой-либо категории.",97
13620,2026-01-29 10:26:18.67683,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,А можно просто скинуть 3 испытание и пойти пока другие выполнять?,"Ивенты, режимы",0.85,"Комментарий касается возможности пропустить или перескочить испытание, что связано с игровыми режимами и прохождением миссий. Ключевые слова: 'скинуть испытание', 'выполнять другие'. Это указывает на взаимодействие с игровыми событиями или режимами.",97
13621,2026-01-29 10:26:22.271272,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,@Dem0sfen,Не определен,0.1,"Комментарий '@Dem0sfen' не содержит информации, которая могла бы быть отнесена к какой-либо из категорий. Это может быть упоминание пользователя или никнейм, но без контекста и дополнительной информации невозможно определить, к какой категории он относится.",97
13622,2026-01-29 10:26:26.130809,6631749337,,Костя,Рядинский,-1002434063014,supergroup,К минам,Не определен,0.2,"Комментарий 'К минам' слишком короткий и не содержит достаточной информации для точной классификации. Он не указывает на конкретные проблемы или аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Без дополнительного контекста невозможно определить, к какой категории он относится.",97
13623,2026-01-29 10:26:46.243769,1797320054,SUMKA550,KILL DROID,[Sumka550],-1002434063014,supergroup,(я проиграл),Не определен,0.6,"Комментарий '(я проиграл)' не содержит конкретной информации, которая могла бы быть отнесена к одной из предложенных категорий. Он не указывает на проблемы с офферами, UX, ивентами, пилотами, модулями, кораблями или общими вопросами и багами. Это просто выражение факта проигрыша без дополнительного контекста или деталей.",97
13624,2026-01-29 10:26:57.917789,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Да можно,Не определен,0.2,"Комментарий 'Да можно' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Нет упоминаний о магазинах, UX, ивентах, пилотах, модулях, кораблях или общих вопросах и багах. Без контекста невозможно определить, к чему относится этот комментарий.",97
13625,2026-01-29 10:27:01.8284,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Опаа,Не определен,0.1,"Комментарий 'Опаа' не содержит конкретной информации, которая позволила бы отнести его к одной из предложенных категорий. Это восклицание может быть связано с чем угодно и не дает контекста для точной классификации.",97
13626,2026-01-29 10:27:11.155731,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Ну я так сделал,Не определен,0.3,"Комментарий 'Ну я так сделал' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из заданных категорий. В нем отсутствуют упоминания о магазинах, UX, ивентах, пилотах, модулях, кораблях или общих вопросах и багах. Это делает его неясным и не поддающимся точной классификации.",97
13627,2026-01-29 10:27:23.311019,5256026755,DenisSM77,Денис,,-1002434063014,supergroup,Тебе просто надо прислать видосы. В каком порядке неважно.,Не определен,0.4,"Комментарий 'Тебе просто надо прислать видосы. В каком порядке неважно.' не содержит конкретной информации, относящейся к какой-либо из категорий. Он не упоминает ни офферы, ни UX, ни игровые элементы, такие как ивенты, пилоты, модули или корабли. Также нет указаний на общие вопросы или баги. Из-за отсутствия контекста и специфики, он классифицирован как 'Не определен'.",97
13628,2026-01-29 10:27:25.498804,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Сначала 1 потом 3 и после этого 2,Не определен,0.3,"Комментарий 'Сначала 1 потом 3 и после этого 2' не содержит явных указаний на какую-либо из категорий. Он не предоставляет контекста или ключевых слов, которые могли бы помочь в определении конкретной темы, связанной с игрой. Без дополнительной информации невозможно уверенно классифицировать этот комментарий.",97
13629,2026-01-29 10:28:00.136716,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Убигай от них,Не определен,0.3,"Комментарий 'Убигай от них' не содержит конкретной информации, которая бы позволила отнести его к одной из категорий. В нем отсутствуют ключевые слова или контекст, указывающие на проблемы с офферами, UX, ивентами, пилотами, модулями, кораблями или общими вопросами и багами. Из-за отсутствия контекста и конкретики, классификация затруднена.",97
13630,2026-01-29 10:28:24.498264,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,А если я сделаю кирпич из 1*1 блоков?,Не определен,0.7,"Комментарий 'А если я сделаю кирпич из 1*1 блоков?' не содержит явных указаний на какую-либо из категорий. Он не касается офферов, UX, ивентов, пилотов, модулей, кораблей или общих вопросов и багов. Возможно, это просто абстрактный вопрос или шутка, не связанная с контекстом игры.",97
13631,2026-01-29 10:29:00.994914,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,ТВОЮ МААТЬ,Не определен,0.8,"Комментарий 'ТВОЮ МААТЬ' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из категорий. Это выражение эмоционального состояния, но без указания на конкретную проблему или аспект игры.",97
13632,2026-01-29 10:29:03.274952,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Собирать по кубикам придётся),Не определен,0.3,"Комментарий 'Собирать по кубикам придётся)' не содержит явных указаний на какую-либо из категорий. Он может быть интерпретирован как шутка или метафора, но без контекста невозможно точно определить, к чему он относится. Нет упоминаний о конкретных элементах игры, таких как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги.",97
13633,2026-01-29 10:29:07.235787,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Я КУПИ СЛУЧАЙНО ШИРКУ,"Офферы, магазин",0.85,"Комментарий 'Я КУПИ СЛУЧАЙНО ШИРКУ' указывает на проблему с покупкой в магазине. Вероятно, игрок случайно приобрел предмет ('ширку'), что связано с аспектами покупок и транзакций в игре. Это соответствует категории 'Офферы, магазин', так как касается проблемы с покупкой. Уровень уверенности 0.85, так как контекст не полностью ясен, но ключевые слова указывают на эту категорию.",97
13634,2026-01-29 10:29:09.576432,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,НЕЕЕЬ,Не определен,0.1,"Комментарий 'НЕЕЕЬ' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из предложенных категорий. Он не указывает на проблемы с офферами, UX, ивентами, пилотами, модулями, кораблями или общими вопросами и багами. Это просто эмоциональное восклицание, не дающее конкретных зацепок для классификации.",97
13635,2026-01-29 10:29:15.326569,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,-300 СЫЛА,Не определен,0.3,"Комментарий '-300 СЫЛА' не содержит достаточной информации для точной классификации. Он не указывает на конкретную проблему или аспект игры, который можно было бы отнести к одной из категорий. Возможно, это сокращение или сленг, но без контекста его значение неясно.",97
13636,2026-01-29 10:29:24.183525,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Я КОПИЛ,Не определен,0.3,"Комментарий 'Я КОПИЛ' слишком короткий и не содержит достаточной информации для точной классификации. Он не указывает на конкретную категорию, такую как офферы, ивенты или другие аспекты игры. Без дополнительного контекста невозможно определить, что именно игрок имел в виду.",97
13637,2026-01-29 10:29:27.453784,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,"Пиши Сергу в ЛС, он откатит.",Не определен,0.7,"Комментарий 'Пиши Сергу в ЛС, он откатит.' не содержит явных указаний на какую-либо из категорий. Он может быть связан с неформальным общением между игроками, возможно, касающимся исправления ошибки или возврата к предыдущему состоянию игры, но это неясно. Отсутствуют конкретные ключевые слова, которые могли бы указать на одну из семи категорий.",97
13638,2026-01-29 10:29:33.287399,1797320054,SUMKA550,KILL DROID,[Sumka550],-1002434063014,supergroup,☺️👍,Не определен,0.7,"Комментарий '☺️👍' является эмодзи, выражающим положительные эмоции или одобрение, но не содержит конкретной информации, которая могла бы быть отнесена к одной из категорий. Он не указывает на конкретные аспекты игры, такие как офферы, UX, ивенты и т.д. Поэтому он классифицируется как 'Не определен'.",97
13639,2026-01-29 10:30:07.761394,485940775,Dem0sfen,Сергей,,-1002434063014,supergroup,засчитано,Не определен,0.5,"Комментарий 'засчитано' слишком короткий и не содержит достаточного контекста или информации, чтобы уверенно отнести его к какой-либо из категорий. Он может относиться к любому аспекту игры, от подтверждения выполнения задания до признания успешной покупки, но без дополнительных деталей это невозможно определить.",97
13640,2026-01-29 10:30:28.224676,6631749337,,Костя,Рядинский,-1002434063014,supergroup,А мне 2 и,Не определен,0.2,"Комментарий 'А мне 2 и' не содержит достаточной информации для точной классификации. Он слишком короткий и неясный, не указывает на конкретные аспекты игры, такие как офферы, визуал, ивенты, пилоты, модули, корабли или общие вопросы и баги. Отсутствие контекста и ключевых слов делает его неопределенным.",97
13641,2026-01-29 10:30:35.23952,6631749337,,Костя,Рядинский,-1002434063014,supergroup,"""3""",Не определен,0.1,"Комментарий '3' слишком краткий и не содержит достаточной информации для точной классификации по какой-либо из категорий. Нет контекста или ключевых слов, которые могли бы указать на конкретную тему или проблему.",97
13642,2026-01-29 10:30:53.679971,485940775,Dem0sfen,Сергей,,-1002434063014,supergroup,засчитано,Не определен,0.2,"Комментарий 'засчитано' слишком короткий и не содержит достаточной информации для точной классификации. Он не указывает на конкретную категорию, такую как офферы, UX, ивенты или другие аспекты игры. Без контекста или дополнительных деталей невозможно определить, к чему именно относится этот комментарий.",97
13643,2026-01-29 10:32:12.293168,485940775,Dem0sfen,Сергей,,-1002434063014,supergroup,засчитано,Не определен,0.2,"Комментарий 'засчитано' слишком краток и не предоставляет достаточной информации для точной классификации. Он не содержит конкретных ключевых слов или контекста, которые могли бы указать на одну из семи категорий. В отсутствие дополнительной информации, невозможно определить, к какой категории он относится.",97
13644,2026-01-29 10:32:29.833408,485940775,Dem0sfen,Сергей,,-1002434063014,supergroup,конечно,Не определен,0.1,"Комментарий 'конечно' слишком краток и не содержит контекста или информации, позволяющей отнести его к какой-либо из категорий. Без дополнительных данных невозможно определить, к чему именно относится это слово.",97
13645,2026-01-29 10:32:36.188193,1254811444,KaMaS37,Макс,,-1002434063014,supergroup,Мины с прыжками плохо сочетаются,"Модули, вопросы",0.85,"Комментарий 'Мины с прыжками плохо сочетаются' указывает на взаимодействие между модулями или элементами игры. 'Мины' и 'прыжки' могут относиться к модулям или механикам, которые игроки используют в игре. Это предполагает обсуждение стратегий или эффективности использования этих элементов, что соответствует категории 'Модули, вопросы'. Однако, без дополнительного контекста, уверенность не максимальна.",97
13646,2026-01-29 10:32:40.821376,485940775,Dem0sfen,Сергей,,-1002434063014,supergroup,не-а,Не определен,0.2,"Комментарий 'не-а' слишком краткий и не содержит информации, которая могла бы быть отнесена к какой-либо из предложенных категорий. Отсутствие контекста и конкретики делает его неясным для классификации.",97
13647,2026-01-29 10:32:50.298276,1797320054,SUMKA550,KILL DROID,[Sumka550],-1002434063014,supergroup,Уже понял,Не определен,0.2,"Комментарий 'Уже понял' слишком краткий и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Нет упоминаний о каких-либо аспектах игры, таких как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы. Без контекста невозможно определить, к чему именно относится этот комментарий.",97
13648,2026-01-29 10:33:04.842833,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Посмотри в лс пж,Не определен,0.6,"Комментарий 'Посмотри в лс пж' не содержит информации, которая бы явно относилась к какой-либо из категорий. Он является просьбой о личном сообщении и не предоставляет контекста, связанного с игрой или ее аспектами. Из-за отсутствия конкретики и связи с описанными категориями, классифицировать его невозможно.",97
